started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-12-01 07:38:04.801000+00:00,2023-12-01 07:54:55.049000+00:00,1010,1895,Kirkegaten,Ved Kirkegaten 1,60.40568787342849,5.325658910381037,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2023-12-01 07:38:30.428000+00:00,2023-12-01 07:44:10.788000+00:00,340,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 07:38:49.258000+00:00,2023-12-01 07:47:53.778000+00:00,544,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-01 07:40:08.546000+00:00,2023-12-01 07:46:58.224000+00:00,409,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-01 07:40:47.153000+00:00,2023-12-01 07:45:28.552000+00:00,281,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2023-12-01 07:41:53.209000+00:00,2023-12-01 07:56:53.122000+00:00,899,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-01 07:42:05.839000+00:00,2023-12-01 07:52:04.864000+00:00,599,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2023-12-01 07:42:11.534000+00:00,2023-12-01 07:43:52.109000+00:00,100,223,Rådhuset,På lekeplass ved Rådhuset ,60.39148438859138,5.328519197920741,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2023-12-01 07:42:20.822000+00:00,2023-12-01 07:52:43.123000+00:00,622,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2023-12-01 07:42:33.716000+00:00,2023-12-01 07:49:42.783000+00:00,429,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2023-12-01 07:43:04.194000+00:00,2023-12-01 07:49:47.068000+00:00,402,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-01 07:43:50.535000+00:00,2023-12-01 07:51:49.254000+00:00,478,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085
2023-12-01 07:43:56.579000+00:00,2023-12-01 07:57:07.996000+00:00,791,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2023-12-01 07:43:58.896000+00:00,2023-12-01 07:46:23.312000+00:00,144,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2023-12-01 07:44:53.070000+00:00,2023-12-01 07:53:40.462000+00:00,527,1896,Takhagen på Nordnes,På taket av Nordneshallen ,60.39886453454994,5.306410871328268,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536
2023-12-01 07:46:07.808000+00:00,2023-12-01 07:58:26.074000+00:00,738,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-01 07:47:09.515000+00:00,2023-12-01 07:51:52.832000+00:00,283,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2023-12-01 07:48:45.168000+00:00,2023-12-01 07:57:37.355000+00:00,532,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2023-12-01 07:49:24.245000+00:00,2023-12-01 07:54:34.975000+00:00,310,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-01 07:50:04.039000+00:00,2023-12-01 07:56:30.146000+00:00,386,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 07:50:38.314000+00:00,2023-12-01 07:59:06.432000+00:00,508,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-01 07:50:43.373000+00:00,2023-12-01 07:58:57.822000+00:00,494,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 07:51:06.286000+00:00,2023-12-01 07:58:48.216000+00:00,461,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2023-12-01 07:52:59.207000+00:00,2023-12-01 08:06:26.784000+00:00,807,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218
2023-12-01 07:53:15.781000+00:00,2023-12-01 08:04:21.503000+00:00,665,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,222,Sandviken Brygge,ved Måseskjæret,60.41294568274233,5.320870309021842
2023-12-01 07:53:27.294000+00:00,2023-12-01 08:03:57.137000+00:00,629,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365
2023-12-01 07:54:04.950000+00:00,2023-12-01 08:00:32.729000+00:00,387,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803
2023-12-01 07:55:06.173000+00:00,2023-12-01 08:10:12.476000+00:00,906,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2023-12-01 07:56:47.045000+00:00,2023-12-01 08:03:43.941000+00:00,416,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 07:56:57.376000+00:00,2023-12-01 08:04:12.270000+00:00,434,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,646,Bjørnsonsgate,Ved Årstad VGS,60.373985939857135,5.342082137178068
2023-12-01 07:57:27.933000+00:00,2023-12-01 08:17:38.950000+00:00,1211,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396224461626154,5.315384703788823
2023-12-01 07:58:02.069000+00:00,2023-12-01 08:02:49.441000+00:00,287,1900,Tonningneset,ved Møllendalsveien 31,60.379576056996115,5.344655017198988,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-01 07:58:13.555000+00:00,2023-12-01 08:00:26.879000+00:00,133,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2023-12-01 07:58:42.086000+00:00,2023-12-01 08:07:55.848000+00:00,553,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325
2023-12-01 07:59:18.505000+00:00,2023-12-01 08:06:29.417000+00:00,430,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2023-12-01 07:59:59.015000+00:00,2023-12-01 08:11:59.963000+00:00,720,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2023-12-01 08:00:21.070000+00:00,2023-12-01 08:04:24.900000+00:00,243,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2023-12-01 08:00:49.948000+00:00,2023-12-01 08:02:59.934000+00:00,129,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803,82,Den Nationale Scene,ved hovedinngangen,60.39245536165015,5.320185176096857
2023-12-01 08:00:52.853000+00:00,2023-12-01 08:05:19.324000+00:00,266,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2023-12-01 08:01:14.078000+00:00,2023-12-01 08:06:52.332000+00:00,338,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2023-12-01 08:01:22.623000+00:00,2023-12-01 08:11:00.405000+00:00,577,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2023-12-01 08:01:36.813000+00:00,2023-12-01 08:09:01.870000+00:00,445,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 08:03:04.349000+00:00,2023-12-01 08:13:57.584000+00:00,653,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-01 08:04:31.209000+00:00,2023-12-01 08:07:38.876000+00:00,187,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142
2023-12-01 08:05:32.428000+00:00,2023-12-01 08:16:39.066000+00:00,666,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,140,Sandviksbodene,Sjøgaten 2A,60.40569501689435,5.323373526334763
2023-12-01 08:06:15.295000+00:00,2023-12-01 08:09:14.744000+00:00,179,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-01 08:09:08.346000+00:00,2023-12-01 08:23:41.921000+00:00,873,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803,2346,Gamle Bergen,Utenfor nordre inngang til museet,60.41830821831951,5.309946203281243
2023-12-01 08:11:20.935000+00:00,2023-12-01 08:18:53.465000+00:00,452,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 08:13:06.680000+00:00,2023-12-01 08:29:27.865000+00:00,981,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042
2023-12-01 08:14:29.040000+00:00,2023-12-01 08:18:23.390000+00:00,234,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-01 08:14:58.378000+00:00,2023-12-01 08:23:01.964000+00:00,483,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-01 08:16:44.943000+00:00,2023-12-01 08:21:57.573000+00:00,312,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743
2023-12-01 08:17:10.554000+00:00,2023-12-01 08:22:09.872000+00:00,299,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396224461626154,5.315384703788823
2023-12-01 08:17:31.885000+00:00,2023-12-01 08:21:37.454000+00:00,245,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-01 08:20:50.844000+00:00,2023-12-01 08:27:16.628000+00:00,385,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2023-12-01 08:21:33.282000+00:00,2023-12-01 08:33:52.827000+00:00,739,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-01 08:21:33.326000+00:00,2023-12-01 08:26:32.572000+00:00,299,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-01 08:25:07.111000+00:00,2023-12-01 08:27:38.086000+00:00,150,132,Nøstetorget,Sukkerhusbryggen,60.3921816648884,5.315016280520865,132,Nøstetorget,Sukkerhusbryggen,60.3921816648884,5.315016280520865
2023-12-01 08:27:48.238000+00:00,2023-12-01 08:36:14.876000+00:00,506,132,Nøstetorget,Sukkerhusbryggen,60.3921816648884,5.315016280520865,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-01 08:28:05.540000+00:00,2023-12-01 08:42:49.299000+00:00,883,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.38963215691683,5.286516470683409,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-01 08:29:05.429000+00:00,2023-12-01 08:39:21.441000+00:00,616,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 08:29:48.518000+00:00,2023-12-01 08:45:35.855000+00:00,947,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396224461626154,5.315384703788823,646,Bjørnsonsgate,Ved Årstad VGS,60.373985939857135,5.342082137178068
2023-12-01 08:32:51.084000+00:00,2023-12-01 08:42:14.649000+00:00,563,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2023-12-01 08:34:12.195000+00:00,2023-12-01 08:41:19.163000+00:00,426,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2023-12-01 08:34:38.294000+00:00,2023-12-01 08:49:36.927000+00:00,898,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2023-12-01 08:36:11.231000+00:00,2023-12-01 08:38:14.737000+00:00,123,82,Den Nationale Scene,ved hovedinngangen,60.39245536165015,5.320185176096857,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803
2023-12-01 08:36:29.792000+00:00,2023-12-01 08:47:31.857000+00:00,662,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2023-12-01 08:37:23.148000+00:00,2023-12-01 08:42:21.516000+00:00,298,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2023-12-01 08:38:21.526000+00:00,2023-12-01 08:49:03.943000+00:00,642,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,140,Sandviksbodene,Sjøgaten 2A,60.40569501689435,5.323373526334763
2023-12-01 08:38:40.822000+00:00,2023-12-01 08:43:40.795000+00:00,299,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536
2023-12-01 08:39:09.889000+00:00,2023-12-01 08:50:27.197000+00:00,677,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262,2338,Bontelabo,Innenfor inngang til takgarasje (Kun åpent fra 07:00 til 17:00),60.40175764348675,5.316562300638424
2023-12-01 08:41:20.698000+00:00,2023-12-01 08:48:19.765000+00:00,419,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396224461626154,5.315384703788823
2023-12-01 08:41:45.046000+00:00,2023-12-01 08:46:30.414000+00:00,285,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218,1892,Neumanns gate II,Nær Neumanns gate 25,60.39097915423838,5.320656172070585
2023-12-01 08:43:01.234000+00:00,2023-12-01 11:25:10.415000+00:00,9729,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408096993005785,5.325510899047174,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2023-12-01 08:43:45.307000+00:00,2023-12-01 08:53:33.292000+00:00,587,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2023-12-01 08:45:59.014000+00:00,2023-12-01 08:56:54.564000+00:00,655,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2023-12-01 08:47:24.028000+00:00,2023-12-01 08:55:50.260000+00:00,506,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2023-12-01 08:49:50.507000+00:00,2023-12-01 08:56:24.425000+00:00,393,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2023-12-01 08:50:04.277000+00:00,2023-12-01 08:55:46.711000+00:00,342,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2023-12-01 08:50:23.067000+00:00,2023-12-01 08:57:31.686000+00:00,428,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2023-12-01 08:50:30.456000+00:00,2023-12-01 08:57:37.443000+00:00,426,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2023-12-01 08:52:00.467000+00:00,2023-12-01 09:01:37.687000+00:00,577,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,1046,Ole Vigs gate,Ole Vigs Gate 4,60.385922875207626,5.321431717819451
2023-12-01 08:52:51.284000+00:00,2023-12-01 09:04:01.252000+00:00,669,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 08:54:51.385000+00:00,2023-12-01 08:58:38.635000+00:00,227,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702,1048,Øvre Korskirkeallmenning,På venstre side av allmenning,60.395099485721786,5.328645087376344
2023-12-01 08:54:55.234000+00:00,2023-12-01 09:03:20.870000+00:00,505,1047,Welhavens gate 64,Langs gatetun,60.38445114789948,5.324440726278226,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-01 08:55:02.648000+00:00,2023-12-01 08:58:51.669000+00:00,229,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-01 08:55:13.602000+00:00,2023-12-01 09:00:10.223000+00:00,296,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-01 08:55:34.851000+00:00,2023-12-01 09:02:23.107000+00:00,408,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234
2023-12-01 08:55:56.769000+00:00,2023-12-01 09:05:16.564000+00:00,559,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2023-12-01 08:56:23.344000+00:00,2023-12-01 09:05:22.533000+00:00,539,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,82,Den Nationale Scene,ved hovedinngangen,60.39245536165015,5.320185176096857
2023-12-01 08:57:18.082000+00:00,2023-12-01 09:00:07.345000+00:00,169,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2023-12-01 08:57:32.843000+00:00,2023-12-01 08:59:27.578000+00:00,114,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396224461626154,5.315384703788823,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-01 08:59:58.290000+00:00,2023-12-01 09:06:25.049000+00:00,386,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 09:02:55.874000+00:00,2023-12-01 09:15:38+00:00,762,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2023-12-01 09:03:09.688000+00:00,2023-12-01 09:13:49.754000+00:00,640,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,132,Nøstetorget,Sukkerhusbryggen,60.3921816648884,5.315016280520865
2023-12-01 09:03:12.510000+00:00,2023-12-01 09:12:02.548000+00:00,530,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234,117,Verftet,Ved kaien på ved Georgernes verft,60.395877002094046,5.307755827707297
2023-12-01 09:03:30.267000+00:00,2023-12-01 09:10:05.917000+00:00,395,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803
2023-12-01 09:06:03.406000+00:00,2023-12-01 09:09:56.938000+00:00,233,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 09:06:48.380000+00:00,2023-12-01 09:07:57.364000+00:00,68,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265
2023-12-01 09:07:36.978000+00:00,2023-12-01 09:20:06.492000+00:00,749,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2023-12-01 09:08:04.746000+00:00,2023-12-01 09:16:05.034000+00:00,480,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2023-12-01 09:08:21.016000+00:00,2023-12-01 09:11:39.598000+00:00,198,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2023-12-01 09:08:58.115000+00:00,2023-12-01 09:16:36.498000+00:00,458,222,Sandviken Brygge,ved Måseskjæret,60.41294568274233,5.320870309021842,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605
2023-12-01 09:09:53.302000+00:00,2023-12-01 09:15:46.150000+00:00,352,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-01 09:11:16.980000+00:00,2023-12-01 09:15:40.885000+00:00,263,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2023-12-01 09:11:37.078000+00:00,2023-12-01 09:15:31.226000+00:00,234,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-12-01 09:12:47.314000+00:00,2023-12-01 09:21:15.417000+00:00,508,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-12-01 09:12:48.207000+00:00,2023-12-01 09:27:11.525000+00:00,863,1048,Øvre Korskirkeallmenning,På venstre side av allmenning,60.395099485721786,5.328645087376344,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-01 09:14:18.318000+00:00,2023-12-01 09:20:44.016000+00:00,385,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.38963215691683,5.286516470683409,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805
2023-12-01 09:16:21.053000+00:00,2023-12-01 09:23:55.921000+00:00,454,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-01 09:18:17.478000+00:00,2023-12-01 09:23:19.187000+00:00,301,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218
