started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-12-13 10:32:41.726000+00:00,2023-12-13 10:48:17.377000+00:00,935,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2023-12-13 10:35:03.409000+00:00,2023-12-13 10:37:13.728000+00:00,130,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-13 10:36:37.846000+00:00,2023-12-13 10:46:14.328000+00:00,576,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-13 10:38:18.113000+00:00,2023-12-13 10:41:00.976000+00:00,162,1888,Bergen Jernbanestasjon II,På venstre side av hovedinngangen til Jernbanestasjonen,60.39066508674793,5.333027169585989,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-13 10:43:07.582000+00:00,2023-12-13 10:46:48.250000+00:00,220,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-13 10:45:44.134000+00:00,2023-12-13 10:55:44.486000+00:00,600,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585,34,Cornerteateret, Ved BI,60.38246949877819,5.3260934892086595
2023-12-13 10:47:23.913000+00:00,2023-12-13 10:52:38.730000+00:00,314,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935
2023-12-13 10:49:24.029000+00:00,2023-12-13 10:55:10.803000+00:00,346,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,1892,Neumanns gate II,Nær Neumanns gate 25,60.39097915423838,5.320656172070585
2023-12-13 10:49:54.454000+00:00,2023-12-13 10:56:38.164000+00:00,403,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2023-12-13 10:53:42.768000+00:00,2023-12-13 10:58:36.863000+00:00,294,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,34,Cornerteateret, Ved BI,60.38246949877819,5.3260934892086595
2023-12-13 10:56:24.325000+00:00,2023-12-13 11:01:13.141000+00:00,288,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-13 10:56:39.864000+00:00,2023-12-13 11:04:24.928000+00:00,465,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-13 10:57:22.770000+00:00,2023-12-13 11:01:41.447000+00:00,258,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-13 10:58:05.463000+00:00,2023-12-13 11:03:42.680000+00:00,337,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2023-12-13 10:59:57.877000+00:00,2023-12-13 11:06:04.781000+00:00,366,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2023-12-13 11:02:38.774000+00:00,2023-12-13 11:07:01.292000+00:00,262,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613
2023-12-13 11:03:36.481000+00:00,2023-12-13 11:07:08.325000+00:00,211,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-13 11:07:19.767000+00:00,2023-12-13 11:11:38.383000+00:00,258,298,Østre Murallmenningen øvre,Østre Murallmenningen / Markeveien,60.39397677863768,5.318713236118583,132,Nøstetorget,Sukkerhusbryggen,60.3921816648884,5.315016280520865
2023-12-13 11:09:22.789000+00:00,2023-12-13 11:13:29.404000+00:00,246,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-13 11:09:53.482000+00:00,2023-12-13 11:19:42.502000+00:00,589,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365
2023-12-13 11:10:18.617000+00:00,2023-12-13 11:13:51.380000+00:00,212,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536
2023-12-13 11:11:37.954000+00:00,2023-12-13 11:14:48.014000+00:00,190,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613
2023-12-13 11:11:40.482000+00:00,2023-12-13 11:15:49.229000+00:00,248,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2023-12-13 11:18:37.563000+00:00,2023-12-13 11:32:04.929000+00:00,807,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-13 11:28:10.612000+00:00,2023-12-13 11:40:32.873000+00:00,742,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2023-12-13 11:29:41.122000+00:00,2023-12-13 11:34:43.582000+00:00,302,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-13 11:30:49.715000+00:00,2023-12-13 11:44:59.868000+00:00,850,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819
2023-12-13 11:32:10.740000+00:00,2023-12-13 11:51:42.080000+00:00,1171,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.38963215691683,5.286516470683409
2023-12-13 11:32:13.732000+00:00,2023-12-13 11:38:34.335000+00:00,380,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-13 11:37:28.732000+00:00,2023-12-13 11:44:50.926000+00:00,442,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2023-12-13 11:39:24.547000+00:00,2023-12-13 11:49:34.319000+00:00,609,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-13 11:40:10.672000+00:00,2023-12-13 11:44:20.572000+00:00,249,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2023-12-13 11:41:15.164000+00:00,2023-12-13 12:14:18.309000+00:00,1983,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955,3398,Sælen,Langs turvei ved fotballbanen,60.34541065445748,5.28332212346433
2023-12-13 11:44:45.313000+00:00,2023-12-13 11:57:58.972000+00:00,793,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605
2023-12-13 11:44:57.570000+00:00,2023-12-13 11:50:14.939000+00:00,317,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2023-12-13 11:46:18.586000+00:00,2023-12-13 11:54:27.775000+00:00,489,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613
2023-12-13 11:47:02.468000+00:00,2023-12-13 11:57:15.600000+00:00,613,791,Busstasjonen 4 Sør,Mot ADO,60.387058789354164,5.335633911730724,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2023-12-13 11:47:14.240000+00:00,2023-12-13 11:54:42.895000+00:00,448,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265
2023-12-13 11:47:32.946000+00:00,2023-12-13 11:54:47.468000+00:00,434,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2023-12-13 11:49:33.536000+00:00,2023-12-13 11:53:38.715000+00:00,245,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2023-12-13 11:49:49.315000+00:00,2023-12-13 11:57:49.931000+00:00,480,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2023-12-13 11:50:03.819000+00:00,2023-12-13 11:57:10.415000+00:00,426,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408096993005785,5.325510899047174,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2023-12-13 11:50:21.478000+00:00,2023-12-13 11:53:40.152000+00:00,198,1888,Bergen Jernbanestasjon II,På venstre side av hovedinngangen til Jernbanestasjonen,60.39066508674793,5.333027169585989,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-13 11:51:56.062000+00:00,2023-12-13 11:57:05.522000+00:00,309,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613,1892,Neumanns gate II,Nær Neumanns gate 25,60.39097915423838,5.320656172070585
2023-12-13 11:52:29.167000+00:00,2023-12-13 11:58:57.798000+00:00,388,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955
2023-12-13 11:54:54.779000+00:00,2023-12-13 11:58:18.271000+00:00,203,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-12-13 11:55:36.759000+00:00,2023-12-13 12:00:53.930000+00:00,317,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2023-12-13 11:56:31.195000+00:00,2023-12-13 11:58:24.879000+00:00,113,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2023-12-13 11:58:53.616000+00:00,2023-12-13 12:06:50.638000+00:00,477,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-13 11:58:58.132000+00:00,2023-12-13 12:10:39.944000+00:00,701,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261
2023-12-13 12:04:24.020000+00:00,2023-12-13 12:57:51.135000+00:00,3207,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-12-13 12:04:24.649000+00:00,2023-12-13 12:25:10.021000+00:00,1245,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.38963215691683,5.286516470683409,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2023-12-13 12:04:31.871000+00:00,2023-12-13 12:18:33.549000+00:00,841,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585
2023-12-13 12:05:11.290000+00:00,2023-12-13 12:17:03.525000+00:00,712,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2023-12-13 12:07:32.582000+00:00,2023-12-13 12:09:53.536000+00:00,140,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2023-12-13 12:08:18.159000+00:00,2023-12-13 12:14:31.274000+00:00,373,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234,117,Verftet,Ved kaien på ved Georgernes verft,60.395877002094046,5.307755827707297
2023-12-13 12:16:10.625000+00:00,2023-12-13 12:20:48.544000+00:00,277,298,Østre Murallmenningen øvre,Østre Murallmenningen / Markeveien,60.39397677863768,5.318713236118583,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325
2023-12-13 12:18:38.534000+00:00,2023-12-13 12:22:59.995000+00:00,261,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-13 12:18:39.392000+00:00,2023-12-13 12:21:49.618000+00:00,190,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2023-12-13 12:19:38.766000+00:00,2023-12-13 12:27:39.602000+00:00,480,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2023-12-13 12:19:55.174000+00:00,2023-12-13 12:31:53.408000+00:00,718,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514
2023-12-13 12:21:51.688000+00:00,2023-12-13 12:25:14.012000+00:00,202,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-12-13 12:22:15.721000+00:00,2023-12-13 12:32:31.002000+00:00,615,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955,646,Bjørnsonsgate,Ved Årstad VGS,60.373985939857135,5.342082137178068
2023-12-13 12:25:19.738000+00:00,2023-12-13 12:30:13.034000+00:00,293,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,1892,Neumanns gate II,Nær Neumanns gate 25,60.39097915423838,5.320656172070585
2023-12-13 12:27:35.698000+00:00,2023-12-13 12:40:20.155000+00:00,764,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,811,Amalie Skrams vei Nord,Amalie Skrams vei 25,60.410929182460585,5.324662770153282
2023-12-13 12:28:37.840000+00:00,2023-12-13 12:42:33.053000+00:00,835,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2023-12-13 12:31:22.752000+00:00,2023-12-13 12:34:25.179000+00:00,182,809,Skutevikstorget,På sørsiden av torget,60.40222876911276,5.320744723528605,140,Sandviksbodene,Sjøgaten 2A,60.40569501689435,5.323373526334763
2023-12-13 12:32:36.652000+00:00,2023-12-13 12:37:23.909000+00:00,287,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-12-13 12:33:40.645000+00:00,2023-12-13 12:40:48.699000+00:00,428,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-13 12:37:13.332000+00:00,2023-12-13 12:41:44.788000+00:00,271,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2023-12-13 12:42:33.538000+00:00,2023-12-13 12:47:52.440000+00:00,318,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951
2023-12-13 12:43:25.113000+00:00,2023-12-13 12:46:26.008000+00:00,180,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248,646,Bjørnsonsgate,Ved Årstad VGS,60.373985939857135,5.342082137178068
2023-12-13 12:46:37.785000+00:00,2023-12-13 12:50:38.224000+00:00,240,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2023-12-13 12:47:49.148000+00:00,2023-12-13 12:53:31.556000+00:00,342,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565,791,Busstasjonen 4 Sør,Mot ADO,60.387058789354164,5.335633911730724
2023-12-13 12:49:18.680000+00:00,2023-12-13 12:52:59.528000+00:00,220,1898,Kronstad,Ved Bergen frikirke,60.3720506380196,5.352659970408496,98,Brann Stadion,Bak Frydenbøtribunen,60.367425453190464,5.3551910634374735
2023-12-13 12:49:54.007000+00:00,2023-12-13 12:56:12.884000+00:00,378,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2023-12-13 12:51:23.265000+00:00,2023-12-13 12:53:30.239000+00:00,126,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2023-12-13 12:51:28.149000+00:00,2023-12-13 12:54:41.193000+00:00,193,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2023-12-13 12:54:46.579000+00:00,2023-12-13 12:59:54.420000+00:00,307,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-13 12:54:56.510000+00:00,2023-12-13 13:02:11.783000+00:00,435,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2023-12-13 12:57:10.464000+00:00,2023-12-13 13:02:59.755000+00:00,349,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514,1888,Bergen Jernbanestasjon II,På venstre side av hovedinngangen til Jernbanestasjonen,60.39066508674793,5.333027169585989
2023-12-13 12:59:02.766000+00:00,2023-12-13 13:31:56.789000+00:00,1974,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955
2023-12-13 12:59:03.667000+00:00,2023-12-13 13:06:23.686000+00:00,440,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408096993005785,5.325510899047174,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514
2023-12-13 13:00:13.082000+00:00,2023-12-13 13:06:54.278000+00:00,401,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2023-12-13 13:02:02.541000+00:00,2023-12-13 13:19:40.833000+00:00,1058,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2023-12-13 13:04:06.363000+00:00,2023-12-13 13:11:08.397000+00:00,422,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,799,HF-Bygget,Sydnesplassen,60.387853713374845,5.318712852428234
2023-12-13 13:04:22.759000+00:00,2023-12-13 13:14:53.221000+00:00,630,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2023-12-13 13:04:50.612000+00:00,2023-12-13 13:11:14.043000+00:00,383,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-13 13:06:22.494000+00:00,2023-12-13 13:12:59.416000+00:00,396,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-13 13:06:54.037000+00:00,2023-12-13 14:06:50.048000+00:00,3596,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2023-12-13 13:08:09.503000+00:00,2023-12-13 13:12:43.037000+00:00,273,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2023-12-13 13:10:11.870000+00:00,2023-12-13 13:20:55.590000+00:00,643,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372
2023-12-13 13:10:20.583000+00:00,2023-12-13 13:15:25.931000+00:00,305,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2023-12-13 13:13:32.151000+00:00,2023-12-13 13:20:32.789000+00:00,420,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2023-12-13 13:14:45.179000+00:00,2023-12-13 13:16:51.846000+00:00,126,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2023-12-13 13:15:03.896000+00:00,2023-12-13 13:31:56.348000+00:00,1012,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2023-12-13 13:16:37.713000+00:00,2023-12-13 13:31:49.105000+00:00,911,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935
2023-12-13 13:16:45.918000+00:00,2023-12-13 13:31:47.539000+00:00,901,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2023-12-13 13:17:59.846000+00:00,2023-12-13 13:24:16.972000+00:00,377,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408096993005785,5.325510899047174
2023-12-13 13:18:06.944000+00:00,2023-12-13 13:22:30.652000+00:00,263,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2023-12-13 13:20:03.053000+00:00,2023-12-13 13:35:50.166000+00:00,947,797,John Lunds plass,John Lunds plass,60.38824732496974,5.324558211682643,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.38963215691683,5.286516470683409
2023-12-13 13:21:28.426000+00:00,2023-12-13 13:39:48.743000+00:00,1100,3438,Fyllingsdalen bussterminal,mot inngang Oasen ,60.34929962482292,5.288490147562243,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248
2023-12-13 13:25:00.008000+00:00,2023-12-13 13:34:32.673000+00:00,572,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2023-12-13 13:28:36.124000+00:00,2023-12-13 14:03:08.403000+00:00,2072,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,1047,Welhavens gate 64,Langs gatetun,60.38445114789948,5.324440726278226
2023-12-13 13:29:30.362000+00:00,2023-12-13 13:31:35.458000+00:00,125,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743
2023-12-13 13:31:33.018000+00:00,2023-12-13 13:36:19.254000+00:00,286,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2023-12-13 13:32:07.889000+00:00,2023-12-13 13:37:09.709000+00:00,301,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2023-12-13 13:32:41.960000+00:00,2023-12-13 13:36:07.441000+00:00,205,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2023-12-13 13:34:38.550000+00:00,2023-12-13 13:44:50.062000+00:00,611,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325
2023-12-13 13:34:39.937000+00:00,2023-12-13 13:46:04.568000+00:00,684,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2023-12-13 13:35:19.482000+00:00,2023-12-13 13:38:30.961000+00:00,191,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613
